,order_id,,,order_date,customer_id,customer_ref,customer_name,customer_email,sku,product_name,quantity,unit_price,order_value,weight,dispatch_date,delivery_date,oms_status,delivery_status,courier_partner,courier_ref,awb,payment_mode,payment_status,delivery_pincode,delivery_city,delivery_state,last_updated
1,SAJ-2606-10154,TRUE,,19/06/26,CUS-0132,CUS-0132,Kavya Kapoor,kavya.kapoor32@example.com,FLK-500-CL,Travel Flask 500ml,2,1099,2198,1.12,06/21/2026,06/26/2026,Fulfilled,Delivered,RouteKart,RouteKart,AW682400155,Card,Paid,226001,Lucknow,Uttar Pradesh,26/06/26 9:12
1,SAJ-2606-10155,TRUE,,17/06/26,CUS-0149,CUS-0149,Aarav Khanna,aarav.khanna49@example.com,TRAY-BMB-M,Bamboo Serving Tray,1,999,999,0.72,NULL,TBD,Cancelled,Not Shipped,DakTrail,DakTrail,TBD,Card,Refunded,560001,Bengaluru,Karnataka,25/06/26 9:12
1,SAJ-2606-10156,TRUE,,18/06/26,CUS-0166,CUS-0166,Sana Das,sana.das66@example.com,BED-QN-SG,Queen Bedsheet Sage,2,1899,"₹3,798 ",2200,19/06/26,21/06/26,Fulfilled,Delivered,ParcelNest,Parcel Nest,AW682400157,Card,Paid,380001,Ahmedabad,Gujarat,21/06/26 9:12
2,SAJ-2606-10157,FALSE,16/06/26,06/16/2026,CUS-0111,CUS-0111,Arjun Naik,arjun.naik11@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,0.85,18/06/26,20/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400158,UPI,Paid,700001,Kolkata,West Bengal,20/06/26 11:48
2,SAJ-2606-10157,TRUE,,14/06/26,CUS-0128,CUS-0128,Meera Menon,meera.menon28@example.com,BTL-750-SG,Steel Bottle 750ml,3,799,2397,1.26,06/16/2026,18/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400159,Card,Paid,751001,Bhubaneswar,Odisha,18/06/26 9:12
1,SAJ-2606-10158,TRUE,,26/06/26,CUS-0145,CUS-0145,Varun Nair,varun.nair45@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,27/06/26,,Shipped,IN TRANSIT,ParcelNest,ParcelNest,AW682400160,Card,Paid,600001,Chennai,tamil nadu,30/06/26 9:12
1,SAJ-2606-10159,TRUE,,14/06/26,CUS-0162,CUS-0162,Pooja Sinha,pooja.sinha62@example.com,LCH-900-IV,Lunch Box 900ml,2,899,INR 1798.00,1.28,15/06/26,20/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400161,UPI,Paid,452001,Indore,Madhya Pradesh,20/06/26 14:35
1,SAJ-2606-10160,FALSE,21/06/26,06/21/2026,CUS-0107,CUS-0107,Rohan Sethi,rohan.sethi7@example.com,TRAY-BMB-M,Bamboo Serving Tray,1,999,999,720,22/06/26,-,Returned,RTO,MileMitra,MileMitra,AW682400162,UPI,Refunded,682001, Kochi  ,Kerala,28/06/26 17:06
1,SAJ-2606-10161,FALSE,28/06/26,06/28/2026,CUS-0124,CUS-0124,Mitali Mishra,mitali.mishra24@example.com,LCH-900-IV,Lunch Box 900ml,2,INR 899,1798,1.28,06/30/2026,,Shipped,Out for Delivery,MileMitra,MileMitra,AW682400163,UPI,Paid,400001,MUMBAI,Maharashtra,30/06/26 9:12
1,SAJ-2606-10162,TRUE,,19/06/26,CUS-0141,CUS-0141,Neel Saxena,neel.saxena41@example.com,LCH-900-IV,Lunch Box 900ml,1,899,899,0.64,06/21/2026,06/23/2026,Fulfilled,Delivered,RouteKart,RouteKart,AW682400164,COD,Collected,302001,Jaipur,Rajasthan,23/06/26 19:22
1,SAJ-2606-10163,TRUE,,14/06/26,CUS-0158,CUS-0158,Nisha Iyer,nisha.iyer58@example.com,TWL-2P-NT,Cotton Hand Towel Pair,1,449,449,0.28,15/06/26,01/01/00,Returned,RTO,ParcelNest,ParcelNest,AW682400165,Card,Refunded,122001,Gurugram,Haryana,21/06/26 14:35
1,SAJ-2606-10164,TRUE,,14/06/26,CUS-0103,CUS-0103,Kabir Khanna,kabir.khanna3@example.com,BAG-CNV-OL,Canvas Tote Olive,1,549,549,0.24,16/06/26,18/06/26,Fulfilled,Delivered,MileMitra,ParcelOrbit,AW682400166,UPI,Paid,641001,Coimbatore,Tamil Nadu,18/06/26 14:35
1,SAJ-2606-10165,FALSE,26/06/26,06/26/2026,CUS-0120,CUS-0120,Ira Das,ira.das20@example.com,MAT-YG-ST,Yoga Mat Stone,2,1499,2998,1700,28/06/26,NULL,Shipped,Out for Delivery,ParcelNest,ParcelNest,AW682400167,UPI,Paid,411001,Pune,Maharashtra,30/06/26 9:12
1,SAJ-2606-10166,TRUE,,16/06/26,CUS-0148,cus-0148,Mitali Sethi,mitali.sethi48@example.com,cnd-180-am ,Amber Candle 180g,1,649,₹649 ,450,06/18/2026,TBD,Returned,RTO,DakTrail,DakTrail,AW682400139,COD,Pending,226001,Lucknow,uttar pradesh,24/06/26 14:35
1,SAJ-2606-10167,TRUE,,22/06/26,CUS-0137,CUS-0137,Aditya Rao,aditya.rao37@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,24/06/26,06/27/2026,Fulfilled,Delivered,DakTrail,DakTrail,AW682400168,COD,Collected,160017,Chandigarh,Chandigarh,27/06/26 14:35
1,SAJ-2606-10168,TRUE,,28/06/26,CUS-0154,CUS-0154,Ananya Jain,ananya.jain54@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,1499,0.85,N/A,NULL,Processing,Not Shipped,DakTrail,DakTrail,NULL,UPI,Paid,500001,Hyderabad,Telangana,30/06/26 19:22
1,SAJ-2606-10169,FALSE,21/06/26,06/21/2026,CUS-0171,CUS-0171,Ritvik Sethi,ritvik.sethi71@example.com,BTL-750-SG,Steel Bottle 750ml,3,799,2397,1.26,22/06/26,26/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400170,COD,Collected,682001,Kochi,Kerala,26/06/26 11:48
1,SAJ-2606-10170,FALSE,14/06/26,06/14/2026,CUS-0116,CUS-0116, RIYA SINHA ,riya.sinha16@example.com,JAR-3P-CL,Glass Spice Jar Trio,3,1199,3597,3750,TBD,-,Cancelled,Not shipped,DakTrail,DAK TRAIL,N/A,upi,Refunded,226001,LUCKNOW,Uttar Pradesh,22/06/26 17:06
1,SAJ-2606-10171,TRUE,,16/06/26,CUS-0133,CUS-0133,Vivaan Bose,vivaan.bose33@example.com,BTL-750-SG,Steel Bottle 750ml,1,799,799,0.42,06/17/2026,NULL,Returned,RTO,DakTrail,DakTrail,AW682400172,COD,Pending,560001,Bangaluru,Karnataka,23/06/26 19:22
1,SAJ-2606-10172,TRUE,,17/06/26,CUS-0150,CUS-0150,Diya Nair,diya.nair50@example.com,BTL-750-SG,Steel Bottle 750ml,2,799,1598,0.84,18/06/26,06/23/2026,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400173,Card,Paid,380001,Ahmedabad,Gujarat,23/06/26 19:22
1,SAJ-2606-10173,TRUE,,18/06/26,CUS-0167,CUS-0167,Kunal Khanna,kunal.khanna67@example.com,BAG-CNV-OL,Canvas Tote Olive,3,549,1647,0.72,19/06/26,22/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400174,COD,Collected,641001,Coimbatore,Tamil Nadu,22/06/26 11:48
1,SAJ-2606-10174,FALSE,21/06/26,06/21/2026,CUS-0112,CUS-0112,Tara Iyer,tara.iyer12@example.com,PCH-TRV-BL,Travel Pouch Blue,1,399,399,0.18,22/06/26,26/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400175,Net Banking,Paid,751001,Bhubaneswar,odisha,26/06/26 9:12
1,SAJ-2606-10175,TRUE,,17/06/26,CUS-0129,CUS-0129,Ishaan Mishra,ishaan.mishra29@example.com,MUG-2P-SD,Ceramic Mug Pair,2,699,1398,1840,06/19/2026,23/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400176,Net Banking,Paid,600001,Chennai,Tamil Nadu,23/06/26 19:22
1,SAJ-2606-10176,TRUE,,28/06/26,CUS-0146,CUS-0146,Aditi Menon, ADITI.MENON46@EXAMPLE.COM ,MUG-2P-SD,Ceramic Mug Pair,1,699,699,0.92,30/06/26,01/01/00,Shipped,In Transit,ParcelNest,ParcelNest,AW682400177,UPI,Paid,452001,"Indore,Madhya Pradesh",,30/06/26 17:06
1,SAJ-2606-10177,TRUE,,19/06/26,CUS-0163,CUS-0163,Dev Shah,dev.shah63@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,"₹1,899 ",1100,21/06/26,N/A,Returned,RTO,ParcelNest,ParcelNest,AW682400178,COD,Pending,110001,New Delhi,Delhi,27/06/26 11:48
1,SAJ-2606-10178,FALSE,28/06/26,06/28/2026,CUS-0108,CUS-0108,Kavya Jain,kavya.jain8@example.com,BAG-CNV-OL,Canvas Tote Olive,2,549,1098,0.48,30/06/26,N/A,Shipped,Out for Delivery,MileMitra,MileMitra,AW682400179,COD,Pending,400001,Mumbai,Maharashtra,30/06/26 19:22
1,SAJ-2606-10179,FALSE,18/06/26,06/18/2026,CUS-0125,CUS-0125,Aarav Das,aarav.das25@example.com,FLK-500-CL,Travel Flask 500ml,2,1099,2198,1.12,06/20/2026,24/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400180,UPI,Paid,302001,JAIPUR,Rajasthan,24/06/26 9:12
1,SAJ-2606-10180,TRUE,,05/06/26,CUS-0142,CUS-0142,Sana Mehta,sana.mehta42@example.com,TWL-2P-NT,Cotton Hand Towel Pair,1,449,449,0.28,13/06/26,16/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400181,Card,Paid,122001,Gurugram,Haryana,17/06/26 9:10
1,SAJ-2606-10181,TRUE,,14/06/26,CUS-0159,CUS-0159,Arjun Bhat,arjun.bhat59@example.com,CND-180-AM,Amber Candle 180g,1,649,649,0.45,16/06/26,,Returned,RTO,ParcelNest,ParcelNest,AW682400182,Card,Refunded,700001,Kolkata,West Bengal,22/06/26 17:06
1,SAJ-2606-10182,TRUE,,28/06/26,CUS-0104,cus-0104,Meera Nair,meera.nair4@example.com,JAR-3P-CL,Glass Spice Jar Trio,1,1199,1199,1.25,TBD,N/A,Processing,Not shipped,DakTrail,DakTrail,,COD,Pending,411001,Pune,maharashtra,30/06/26 17:06
1,SAJ-2606-10183,FALSE,13/06/26,06/13/2026,CUS-0121,CUS-0121,Varun Khanna,varun.khanna21@example.com,FLK-500-CL,Travel Flask 500ml,1,1099,1099,0.56,15/06/26,19/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400184,UPI,Paid,160017,Chandigarh,Chandigarh,19/06/26 17:06
1,SAJ-2606-10184,TRUE,,16/06/26,CUS-0138,CUS-0138,Pooja Patil,pooja.patil38@example.com,TRAY-BMB-M,Bamboo Serving Tray,2,999,1998,1.44,06/18/2026,20/06/26,Fulfilled,Delivered,DakTrail,DakTrail,AW682400185,COD,Collected,500001,Hyderabad,Telangana,20/06/26 17:06
1,SAJ-2606-10185,TRUE,,16/06/26,CUS-0155,CUS-0155,Rohan Kapoor,rohan.kapoor55@example.com,MAT-YG-ST,Yoga Mat Stone,1,1499,INR 1499.00,850,17/06/26,06/20/2026,Fulfilled,Delivered,RouteKart,routekart ,AW682400186,UPI,Paid,682001,Kochi,Kerala,20/06/26 9:12
1,SAJ-2606-10186,TRUE,,20/06/26,CUS-0172,CUS-0172,Mitali Jain,mitali.jain72@example.com,CND-180-AM,Amber Candle 180g,2,649,1298,0.9,21/06/26,24/06/26,Fulfilled,Delivered,RouteKart,RouteKart,AW682400187,UPI,Paid,400001,Mumbai,Maharashtra,24/06/26 9:12
1,SAJ-2606-10187,FALSE,15/06/26,06/15/2026,CUS-0117,CUS-0117,Neel Shah,neel.shah17@example.com,BED-QN-SG,Queen Bedsheet Sage,1,1899,1899,1.1,16/06/26,18/06/26,Fulfilled,Delivered,MileMitra,MileMitra,AW682400188,COD,Collected,560001,Bengaluru,Karnataka,18/06/26 14:35
1,SAJ-2606-10188,FALSE,14/06/26,06/14/2026,CUS-0134,CUS-0134, NISHA NAIK ,nisha.naik34@example.com,btl-750-sg ,Steel Bottle 750ml,2,799,"₹1,598 ",840,06/16/2026,21/06/26,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400189,UPI,Paid,380001,AHMEDABAD,Gujarat,21/06/26 17:06
1,SAJ-2606-10189,TRUE,,18/06/26,CUS-0166,CUS-0166,Sana Das,sana.das66@example.com,BED-QN-SG,Queen Bedsheet Sage,2,1899,3798,2.2,06/19/2026,06/21/2026,Fulfilled,Delivered,ParcelNest,ParcelNest,AW682400157,Card,Paid,380001,Ahmedabad,Gujarat,21/06/26 9:12
1,SAJ-2606-10190,TRUE,,17/06/26,CUS-0151,CUS-0151,Kabir Menon,kabir.menon51@example.com,BTL-750-SG,Steel Bottle 750ml,1,799,799,420,19/06/26,06/24/2026,Fulfilled,Delivered,MileMitra,MileMitra,AW682400190,Cash on Delivery,Collected,641001, Coimbatore  ,tamil nadu,24/06/26 19:22
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0134CUS-,,,,,,,,,,,,,,,,,,,,,,
